item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos
50,simple,local,c-command,1,b,none,none,wife,girl,identified,herself,The wife near the girl identified herself . <eos>,The wife near the girl identified herself .
50,simple,local,no-c-command,0,a,head,number,girls,wife,identified,herself,The girls near the wife identified herself . <eos>,The girls near the wife identified herself .
50,simple,local,no-c-command,0,b,head,number,wives,girl,identified,herself,The wives near the girl identified herself . <eos>,The wives near the girl identified herself .
50,simple,local,c-command,1,a,distractor,number,girl,wives,identified,herself,The girl near the wives identified herself . <eos>,The girl near the wives identified herself .
50,simple,local,c-command,1,b,distractor,number,wife,girls,identified,herself,The wife near the girls identified herself . <eos>,The wife near the girls identified herself .
51,simple,local,c-command,1,a,none,none,girl,wife,made,herself,The girl near the wife made herself . <eos>,The girl near the wife made herself .
51,simple,local,c-command,1,b,none,none,wife,girl,made,herself,The wife near the girl made herself . <eos>,The wife near the girl made herself .
51,simple,local,no-c-command,0,a,head,number,girls,wife,made,herself,The girls near the wife made herself . <eos>,The girls near the wife made herself .
51,simple,local,no-c-command,0,b,head,number,wives,girl,made,herself,The wives near the girl made herself . <eos>,The wives near the girl made herself .
51,simple,local,c-command,1,a,distractor,number,girl,wives,made,herself,The girl near the wives made herself . <eos>,The girl near the wives made herself .
51,simple,local,c-command,1,b,distractor,number,wife,girls,made,herself,The wife near the girls made herself . <eos>,The wife near the girls made herself .
52,simple,local,c-command,1,a,none,none,girl,wife,found,herself,The girl near the wife found herself . <eos>,The girl near the wife found herself .
52,simple,local,c-command,1,b,none,none,wife,girl,found,herself,The wife near the girl found herself . <eos>,The wife near the girl found herself .
52,simple,local,no-c-command,0,a,head,number,girls,wife,found,herself,The girls near the wife found herself . <eos>,The girls near the wife found herself .
52,simple,local,no-c-command,0,b,head,number,wives,girl,found,herself,The wives near the girl found herself . <eos>,The wives near the girl found herself .
52,simple,local,c-command,1,a,distractor,number,girl,wives,found,herself,The girl near the wives found herself . <eos>,The girl near the wives found herself .
52,simple,local,c-command,1,b,distractor,number,wife,girls,found,herself,The wife near the girls found herself . <eos>,The wife near the girls found herself .
53,simple,local,c-command,1,a,none,none,girl,wife,distinguished,herself,The girl near the wife distinguished herself . <eos>,The girl near the wife distinguished herself .
53,simple,local,c-command,1,b,none,none,wife,girl,distinguished,herself,The wife near the girl distinguished herself . <eos>,The wife near the girl distinguished herself .
53,simple,local,no-c-command,0,a,head,number,girls,wife,distinguished,herself,The girls near the wife distinguished herself . <eos>,The girls near the wife distinguished herself .
53,simple,local,no-c-command,0,b,head,number,wives,girl,distinguished,herself,The wives near the girl distinguished herself . <eos>,The wives near the girl distinguished herself .
53,simple,local,c-command,1,a,distractor,number,girl,wives,distinguished,herself,The girl near the wives distinguished herself . <eos>,The girl near the wives distinguished herself .
53,simple,local,c-command,1,b,distractor,number,wife,girls,distinguished,herself,The wife near the girls distinguished herself . <eos>,The wife near the girls distinguished herself .
54,simple,local,c-command,1,a,none,none,girl,wife,taught,herself,The girl near the wife taught herself . <eos>,The girl near the wife taught herself .
54,simple,local,c-command,1,b,none,none,wife,girl,taught,herself,The wife near the girl taught herself . <eos>,The wife near the girl taught herself .
54,simple,local,no-c-command,0,a,head,number,girls,wife,taught,herself,The girls near the wife taught herself . <eos>,The girls near the wife taught herself .
54,simple,local,no-c-command,0,b,head,number,wives,girl,taught,herself,The wives near the girl taught herself . <eos>,The wives near the girl taught herself .
54,simple,local,c-command,1,a,distractor,number,girl,wives,taught,herself,The girl near the wives taught herself . <eos>,The girl near the wives taught herself .
54,simple,local,c-command,1,b,distractor,number,wife,girls,taught,herself,The wife near the girls taught herself . <eos>,The wife near the girls taught herself .
55,simple,local,c-command,1,a,none,none,girl,wife,killed,herself,The girl near the wife killed herself . <eos>,The girl near the wife killed herself .
55,simple,local,c-command,1,b,none,none,wife,girl,killed,herself,The wife near the girl killed herself . <eos>,The wife near the girl killed herself .
55,simple,local,no-c-command,0,a,head,number,girls,wife,killed,herself,The girls near the wife killed herself . <eos>,The girls near the wife killed herself .
55,simple,local,no-c-command,0,b,head,number,wives,girl,killed,herself,The wives near the girl killed herself . <eos>,The wives near the girl killed herself .
55,simple,local,c-command,1,a,distractor,number,girl,wives,killed,herself,The girl near the wives killed herself . <eos>,The girl near the wives killed herself .
55,simple,local,c-command,1,b,distractor,number,wife,girls,killed,herself,The wife near the girls killed herself . <eos>,The wife near the girls killed herself .
56,simple,local,c-command,1,a,none,none,girl,wife,called,herself,The girl near the wife called herself . <eos>,The girl near the wife called herself .
56,simple,local,c-command,1,b,none,none,wife,girl,called,herself,The wife near the girl called herself . <eos>,The wife near the girl called herself .
56,simple,local,no-c-command,0,a,head,number,girls,wife,called,herself,The girls near the wife called herself . <eos>,The girls near the wife called herself .
56,simple,local,no-c-command,0,b,head,number,wives,girl,called,herself,The wives near the girl called herself . <eos>,The wives near the girl called herself .
56,simple,local,c-command,1,a,distractor,number,girl,wives,called,herself,The girl near the wives called herself . <eos>,The girl near the wives called herself .
56,simple,local,c-command,1,b,distractor,number,wife,girls,called,herself,The wife near the girls called herself . <eos>,The wife near the girls called herself .
57,simple,local,c-command,1,a,none,none,girl,wife,dedicated,herself,The girl near the wife dedicated herself . <eos>,The girl near the wife dedicated herself .
57,simple,local,c-command,1,b,none,none,wife,girl,dedicated,herself,The wife near the girl dedicated herself . <eos>,The wife near the girl dedicated herself .
57,simple,local,no-c-command,0,a,head,number,girls,wife,dedicated,herself,The girls near the wife dedicated herself . <eos>,The girls near the wife dedicated herself .
57,simple,local,no-c-command,0,b,head,number,wives,girl,dedicated,herself,The wives near the girl dedicated herself . <eos>,The wives near the girl dedicated herself .
57,simple,local,c-command,1,a,distractor,number,girl,wives,dedicated,herself,The girl near the wives dedicated herself . <eos>,The girl near the wives dedicated herself .
57,simple,local,c-command,1,b,distractor,number,wife,girls,dedicated,herself,The wife near the girls dedicated herself . <eos>,The wife near the girls dedicated herself .
58,simple,local,c-command,1,a,none,none,girl,wife,declared,herself,The girl near the wife declared herself . <eos>,The girl near the wife declared herself .
58,simple,local,c-command,1,b,none,none,wife,girl,declared,herself,The wife near the girl declared herself . <eos>,The wife near the girl declared herself .
58,simple,local,no-c-command,0,a,head,number,girls,wife,declared,herself,The girls near the wife declared herself . <eos>,The girls near the wife declared herself .
58,simple,local,no-c-command,0,b,head,number,wives,girl,declared,herself,The wives near the girl declared herself . <eos>,The wives near the girl declared herself .
58,simple,local,c-command,1,a,distractor,number,girl,wives,declared,herself,The girl near the wives declared herself . <eos>,The girl near the wives declared herself .
58,simple,local,c-command,1,b,distractor,number,wife,girls,declared,herself,The wife near the girls declared herself . <eos>,The wife near the girls declared herself .
59,simple,local,c-command,1,a,none,none,girl,wife,proved,herself,The girl near the wife proved herself . <eos>,The girl near the wife proved herself .
59,simple,local,c-command,1,b,none,none,wife,girl,proved,herself,The wife near the girl proved herself . <eos>,The wife near the girl proved herself .
59,simple,local,no-c-command,0,a,head,number,girls,wife,proved,herself,The girls near the wife proved herself . <eos>,The girls near the wife proved herself .
59,simple,local,no-c-command,0,b,head,number,wives,girl,proved,herself,The wives near the girl proved herself . <eos>,The wives near the girl proved herself .
59,simple,local,c-command,1,a,distractor,number,girl,wives,proved,herself,The girl near the wives proved herself . <eos>,The girl near the wives proved herself .
59,simple,local,c-command,1,b,distractor,number,wife,girls,proved,herself,The wife near the girls proved herself . <eos>,The wife near the girls proved herself .
60,simple,local,c-command,1,a,none,none,girl,wife,shot,herself,The girl near the wife shot herself . <eos>,The girl near the wife shot herself .
60,simple,local,c-command,1,b,none,none,wife,girl,shot,herself,The wife near the girl shot herself . <eos>,The wife near the girl shot herself .
60,simple,local,no-c-command,0,a,head,number,girls,wife,shot,herself,The girls near the wife shot herself . <eos>,The girls near the wife shot herself .
60,simple,local,no-c-command,0,b,head,number,wives,girl,shot,herself,The wives near the girl shot herself . <eos>,The wives near the girl shot herself .
60,simple,local,c-command,1,a,distractor,number,girl,wives,shot,herself,The girl near the wives shot herself . <eos>,The girl near the wives shot herself .
60,simple,local,c-command,1,b,distractor,number,wife,girls,shot,herself,The wife near the girls shot herself . <eos>,The wife near the girls shot herself .
61,simple,local,c-command,1,a,none,none,girl,wife,saw,herself,The girl near the wife saw herself . <eos>,The girl near the wife saw herself .
61,simple,local,c-command,1,b,none,none,wife,girl,saw,herself,The wife near the girl saw herself . <eos>,The wife near the girl saw herself .
61,simple,local,no-c-command,0,a,head,number,girls,wife,saw,herself,The girls near the wife saw herself . <eos>,The girls near the wife saw herself .
61,simple,local,no-c-command,0,b,head,number,wives,girl,saw,herself,The wives near the girl saw herself . <eos>,The wives near the girl saw herself .
61,simple,local,c-command,1,a,distractor,number,girl,wives,saw,herself,The girl near the wives saw herself . <eos>,The girl near the wives saw herself .
61,simple,local,c-command,1,b,distractor,number,wife,girls,saw,herself,The wife near the girls saw herself . <eos>,The wife near the girls saw herself .
62,simple,local,c-command,1,a,none,none,girl,wife,established,herself,The girl near the wife established herself . <eos>,The girl near the wife established herself .
62,simple,local,c-command,1,b,none,none,wife,girl,established,herself,The wife near the girl established herself . <eos>,The wife near the girl established herself .
62,simple,local,no-c-command,0,a,head,number,girls,wife,established,herself,The girls near the wife established herself . <eos>,The girls near the wife established herself .
62,simple,local,no-c-command,0,b,head,number,wives,girl,established,herself,The wives near the girl established herself . <eos>,The wives near the girl established herself .
62,simple,local,c-command,1,a,distractor,number,girl,wives,established,herself,The girl near the wives established herself . <eos>,The girl near the wives established herself .
62,simple,local,c-command,1,b,distractor,number,wife,girls,established,herself,The wife near the girls established herself . <eos>,The wife near the girls established herself .
63,simple,local,c-command,1,a,none,none,girl,wife,devoted,herself,The girl near the wife devoted herself . <eos>,The girl near the wife devoted herself .
63,simple,local,c-command,1,b,none,none,wife,girl,devoted,herself,The wife near the girl devoted herself . <eos>,The wife near the girl devoted herself .
63,simple,local,no-c-command,0,a,head,number,girls,wife,devoted,herself,The girls near the wife devoted herself . <eos>,The girls near the wife devoted herself .
63,simple,local,no-c-command,0,b,head,number,wives,girl,devoted,herself,The wives near the girl devoted herself . <eos>,The wives near the girl devoted herself .
63,simple,local,c-command,1,a,distractor,number,girl,wives,devoted,herself,The girl near the wives devoted herself . <eos>,The girl near the wives devoted herself .
63,simple,local,c-command,1,b,distractor,number,wife,girls,devoted,herself,The wife near the girls devoted herself . <eos>,The wife near the girls devoted herself .
64,simple,local,c-command,1,a,none,none,girl,wife,considered,herself,The girl near the wife considered herself . <eos>,The girl near the wife considered herself .
64,simple,local,c-command,1,b,none,none,wife,girl,considered,herself,The wife near the girl considered herself . <eos>,The wife near the girl considered herself .
64,simple,local,no-c-command,0,a,head,number,girls,wife,considered,herself,The girls near the wife considered herself . <eos>,The girls near the wife considered herself .
64,simple,local,no-c-command,0,b,head,number,wives,girl,considered,herself,The wives near the girl considered herself . <eos>,The wives near the girl considered herself .
64,simple,local,c-command,1,a,distractor,number,girl,wives,considered,herself,The girl near the wives considered herself . <eos>,The girl near the wives considered herself .
64,simple,local,c-command,1,b,distractor,number,wife,girls,considered,herself,The wife near the girls considered herself . <eos>,The wife near the girls considered herself .
65,simple,local,c-command,1,a,none,none,girl,wife,identified,herself,The girl near the wife identified herself . <eos>,The girl near the wife identified herself .
65,simple,local,c-command,1,b,none,none,wife,girl,identified,herself,The wife near the girl identified herself . <eos>,The wife near the girl identified herself .
65,simple,local,no-c-command,0,a,head,number,girls,wife,identified,herself,The girls near the wife identified herself . <eos>,The girls near the wife identified herself .
65,simple,local,no-c-command,0,b,head,number,wives,girl,identified,herself,The wives near the girl identified herself . <eos>,The wives near the girl identified herself .
65,simple,local,c-command,1,a,distractor,number,girl,wives,identified,herself,The girl near the wives identified herself . <eos>,The girl near the wives identified herself .
65,simple,local,c-command,1,b,distractor,number,wife,girls,identified,herself,The wife near the girls identified herself . <eos>,The wife near the girls identified herself .
66,simple,local,c-command,1,a,none,none,girl,wife,made,herself,The girl near the wife made herself . <eos>,The girl near the wife made herself .
66,simple,local,c-command,1,b,none,none,wife,girl,made,herself,The wife near the girl made herself . <eos>,The wife near the girl made herself .
66,simple,local,no-c-command,0,a,head,number,girls,wife,made,herself,The girls near the wife made herself . <eos>,The girls near the wife made herself .
66,simple,local,no-c-command,0,b,head,number,wives,girl,made,herself,The wives near the girl made herself . <eos>,The wives near the girl made herself .
66,simple,local,c-command,1,a,distractor,number,girl,wives,made,herself,The girl near the wives made herself . <eos>,The girl near the wives made herself .
66,simple,local,c-command,1,b,distractor,number,wife,girls,made,herself,The wife near the girls made herself . <eos>,The wife near the girls made herself .
67,simple,local,c-command,1,a,none,none,girl,wife,found,herself,The girl near the wife found herself . <eos>,The girl near the wife found herself .
67,simple,local,c-command,1,b,none,none,wife,girl,found,herself,The wife near the girl found herself . <eos>,The wife near the girl found herself .
67,simple,local,no-c-command,0,a,head,number,girls,wife,found,herself,The girls near the wife found herself . <eos>,The girls near the wife found herself .
67,simple,local,no-c-command,0,b,head,number,wives,girl,found,herself,The wives near the girl found herself . <eos>,The wives near the girl found herself .
67,simple,local,c-command,1,a,distractor,number,girl,wives,found,herself,The girl near the wives found herself . <eos>,The girl near the wives found herself .
67,simple,local,c-command,1,b,distractor,number,wife,girls,found,herself,The wife near the girls found herself . <eos>,The wife near the girls found herself .
68,simple,local,c-command,1,a,none,none,girl,wife,distinguished,herself,The girl near the wife distinguished herself . <eos>,The girl near the wife distinguished herself .
68,simple,local,c-command,1,b,none,none,wife,girl,distinguished,herself,The wife near the girl distinguished herself . <eos>,The wife near the girl distinguished herself .
68,simple,local,no-c-command,0,a,head,number,girls,wife,distinguished,herself,The girls near the wife distinguished herself . <eos>,The girls near the wife distinguished herself .
68,simple,local,no-c-command,0,b,head,number,wives,girl,distinguished,herself,The wives near the girl distinguished herself . <eos>,The wives near the girl distinguished herself .
68,simple,local,c-command,1,a,distractor,number,girl,wives,distinguished,herself,The girl near the wives distinguished herself . <eos>,The girl near the wives distinguished herself .
68,simple,local,c-command,1,b,distractor,number,wife,girls,distinguished,herself,The wife near the girls distinguished herself . <eos>,The wife near the girls distinguished herself .
69,simple,local,c-command,1,a,none,none,girl,wife,taught,herself,The girl near the wife taught herself . <eos>,The girl near the wife taught herself .
69,simple,local,c-command,1,b,none,none,wife,girl,taught,herself,The wife near the girl taught herself . <eos>,The wife near the girl taught herself .
69,simple,local,no-c-command,0,a,head,number,girls,wife,taught,herself,The girls near the wife taught herself . <eos>,The girls near the wife taught herself .
69,simple,local,no-c-command,0,b,head,number,wives,girl,taught,herself,The wives near the girl taught herself . <eos>,The wives near the girl taught herself .
69,simple,local,c-command,1,a,distractor,number,girl,wives,taught,herself,The girl near the wives taught herself . <eos>,The girl near the wives taught herself .
69,simple,local,c-command,1,b,distractor,number,wife,girls,taught,herself,The wife near the girls taught herself . <eos>,The wife near the girls taught herself .
70,simple,local,c-command,1,a,none,none,girl,wife,killed,herself,The girl near the wife killed herself . <eos>,The girl near the wife killed herself .
70,simple,local,c-command,1,b,none,none,wife,girl,killed,herself,The wife near the girl killed herself . <eos>,The wife near the girl killed herself .
70,simple,local,no-c-command,0,a,head,number,girls,wife,killed,herself,The girls near the wife killed herself . <eos>,The girls near the wife killed herself .
70,simple,local,no-c-command,0,b,head,number,wives,girl,killed,herself,The wives near the girl killed herself . <eos>,The wives near the girl killed herself .
70,simple,local,c-command,1,a,distractor,number,girl,wives,killed,herself,The girl near the wives killed herself . <eos>,The girl near the wives killed herself .
70,simple,local,c-command,1,b,distractor,number,wife,girls,killed,herself,The wife near the girls killed herself . <eos>,The wife near the girls killed herself .
71,simple,local,c-command,1,a,none,none,girl,wife,called,herself,The girl near the wife called herself . <eos>,The girl near the wife called herself .
71,simple,local,c-command,1,b,none,none,wife,girl,called,herself,The wife near the girl called herself . <eos>,The wife near the girl called herself .
71,simple,local,no-c-command,0,a,head,number,girls,wife,called,herself,The girls near the wife called herself . <eos>,The girls near the wife called herself .
71,simple,local,no-c-command,0,b,head,number,wives,girl,called,herself,The wives near the girl called herself . <eos>,The wives near the girl called herself .
71,simple,local,c-command,1,a,distractor,number,girl,wives,called,herself,The girl near the wives called herself . <eos>,The girl near the wives called herself .
71,simple,local,c-command,1,b,distractor,number,wife,girls,called,herself,The wife near the girls called herself . <eos>,The wife near the girls called herself .
72,simple,local,c-command,1,a,none,none,girl,wife,dedicated,herself,The girl near the wife dedicated herself . <eos>,The girl near the wife dedicated herself .
72,simple,local,c-command,1,b,none,none,wife,girl,dedicated,herself,The wife near the girl dedicated herself . <eos>,The wife near the girl dedicated herself .
72,simple,local,no-c-command,0,a,head,number,girls,wife,dedicated,herself,The girls near the wife dedicated herself . <eos>,The girls near the wife dedicated herself .
72,simple,local,no-c-command,0,b,head,number,wives,girl,dedicated,herself,The wives near the girl dedicated herself . <eos>,The wives near the girl dedicated herself .
72,simple,local,c-command,1,a,distractor,number,girl,wives,dedicated,herself,The girl near the wives dedicated herself . <eos>,The girl near the wives dedicated herself .
72,simple,local,c-command,1,b,distractor,number,wife,girls,dedicated,herself,The wife near the girls dedicated herself . <eos>,The wife near the girls dedicated herself .
73,simple,local,c-command,1,a,none,none,girl,wife,declared,herself,The girl near the wife declared herself . <eos>,The girl near the wife declared herself .
73,simple,local,c-command,1,b,none,none,wife,girl,declared,herself,The wife near the girl declared herself . <eos>,The wife near the girl declared herself .
73,simple,local,no-c-command,0,a,head,number,girls,wife,declared,herself,The girls near the wife declared herself . <eos>,The girls near the wife declared herself .
73,simple,local,no-c-command,0,b,head,number,wives,girl,declared,herself,The wives near the girl declared herself . <eos>,The wives near the girl declared herself .
73,simple,local,c-command,1,a,distractor,number,girl,wives,declared,herself,The girl near the wives declared herself . <eos>,The girl near the wives declared herself .
73,simple,local,c-command,1,b,distractor,number,wife,girls,declared,herself,The wife near the girls declared herself . <eos>,The wife near the girls declared herself .
74,simple,local,c-command,1,a,none,none,girl,wife,proved,herself,The girl near the wife proved herself . <eos>,The girl near the wife proved herself .
74,simple,local,c-command,1,b,none,none,wife,girl,proved,herself,The wife near the girl proved herself . <eos>,The wife near the girl proved herself .
74,simple,local,no-c-command,0,a,head,number,girls,wife,proved,herself,The girls near the wife proved herself . <eos>,The girls near the wife proved herself .
74,simple,local,no-c-command,0,b,head,number,wives,girl,proved,herself,The wives near the girl proved herself . <eos>,The wives near the girl proved herself .
74,simple,local,c-command,1,a,distractor,number,girl,wives,proved,herself,The girl near the wives proved herself . <eos>,The girl near the wives proved herself .
74,simple,local,c-command,1,b,distractor,number,wife,girls,proved,herself,The wife near the girls proved herself . <eos>,The wife near the girls proved herself .
75,simple,local,c-command,1,a,none,none,girl,wife,shot,herself,The girl near the wife shot herself . <eos>,The girl near the wife shot herself .
75,simple,local,c-command,1,b,none,none,wife,girl,shot,herself,The wife near the girl shot herself . <eos>,The wife near the girl shot herself .
75,simple,local,no-c-command,0,a,head,number,girls,wife,shot,herself,The girls near the wife shot herself . <eos>,The girls near the wife shot herself .
75,simple,local,no-c-command,0,b,head,number,wives,girl,shot,herself,The wives near the girl shot herself . <eos>,The wives near the girl shot herself .
75,simple,local,c-command,1,a,distractor,number,girl,wives,shot,herself,The girl near the wives shot herself . <eos>,The girl near the wives shot herself .
75,simple,local,c-command,1,b,distractor,number,wife,girls,shot,herself,The wife near the girls shot herself . <eos>,The wife near the girls shot herself .
